Floors,Bedrooms,Bathrooms,Building_Size_M2,Land_Size_M2,Latitude,Longitude,Price,District,City,Carport/Garage
2.0,2.0,1.0,96.0,45.0,-6.027368068695068,106.67900085449219,1100000000.0,Pantai Indah Kapuk,Jakarta Utara,1.0
1.0,3.0,2.0,130.0,190.0,-6.1866383,106.7425049,5000000000.0,Puri Indah,Jakarta Barat,1.0
2.0,2.0,2.0,31.0,16.0,-6.20989,106.89872,401000000.0,Cipinang,Jakarta Timur,0.0
3.0,4.0,3.0,480.0,200.0,-6.1026441,106.7411622,8800000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
1.0,3.0,2.0,300.0,300.0,-6.243936,106.799783,15000000000.0,Kebayoran Baru,Jakarta Selatan,3.0
2.0,4.0,3.0,300.0,200.0,-6.1585001945495605,106.74700164794922,9300000000.0,Permata Buana,Jakarta Barat,0.0
3.0,5.0,5.0,300.0,136.0,-6.1761691,106.7425373,7000000000.0,Permata Buana,Jakarta Barat,4.0
2.0,3.0,3.0,250.0,488.0,-6.2456989371893,106.80892815857,29000000000.0,Kebayoran Baru,Jakarta Selatan,4.0
2.0,4.0,2.0,205.0,126.0,-6.13717,106.86524,3600000000.0,Sunter,Jakarta Utara,1.0
1.0,7.0,8.0,548.0,733.0,-6.196380138397217,106.837890625,56000000000.0,Menteng,Jakarta Pusat,4.0
1.0,3.0,2.0,170.0,105.0,-6.161308699999999,106.9049822,3200000000.0,Kelapa Gading,Jakarta Utara,1.0
1.0,5.0,3.0,500.0,1322.0,-6.2504769048819,106.78661217957,26500000000.0,Kebayoran Lama,Jakarta Selatan,0.0
1.0,4.0,4.0,500.0,942.0,-6.270367,106.811741,20000000000.0,Cipete,Jakarta Selatan,2.0
3.0,5.0,6.0,800.0,350.0,-6.31254,106.80421,16000000000.0,Lebak Bulus,Jakarta Selatan,4.0
2.0,4.0,4.0,280.0,210.0,-6.3031123,106.7794935,5000000000.0,Lebak Bulus,Jakarta Selatan,1.0
2.0,4.0,4.0,209.0,150.0,-6.1237101554870605,106.87699890136719,5500000000.0,Pantai Indah Kapuk 2,Jakarta Utara,2.0
2.0,4.0,2.0,216.0,343.0,-6.1585001945495605,106.74700164794922,5100000000.0,Taman Ratu,Jakarta Barat,1.0
3.0,3.0,3.0,400.0,230.0,-6.1236701011657715,106.75318145751953,10900000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
2.0,2.0,1.0,95.0,105.0,-6.1585,106.747,1750000000.0,Metland Puri,Jakarta Barat,1.0
2.0,3.0,3.0,200.0,160.0,-6.1236701011657715,106.75318145751953,6300000000.0,Pantai Indah Kapuk,Jakarta Utara,1.0
4.0,4.0,5.0,400.0,117.0,-6.11555,106.78378,5900000000.0,Pluit,Jakarta Utara,2.0
2.0,4.0,2.0,130.0,90.0,-6.1713515,106.7839175,2200000000.0,Tanjung Duren,Jakarta Barat,0.0
1.0,5.0,6.0,523.0,517.0,-6.270367,106.811741,29500000000.0,Cipete,Jakarta Selatan,2.0
2.0,5.0,4.0,900.0,1400.0,-6.2775326,106.7794935,55000000000.0,Pondok Indah,Jakarta Selatan,12.0
2.0,3.0,2.0,69.0,235.0,-6.187507500000001,106.9593843,2650000000.0,Cakung,Jakarta Timur,2.0
2.0,4.0,3.0,181.0,200.0,-6.187507500000001,106.9593843,3500000000.0,Cakung,Jakarta Timur,2.0
2.0,2.0,2.0,81.0,55.0,-6.161308699999999,106.9049822,2400000000.0,Kelapa Gading,Jakarta Utara,0.0
3.0,4.0,4.0,600.0,300.0,-6.12367,106.75318,12800000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
2.0,3.0,3.0,150.0,100.0,-6.1585001945495605,106.74700164794922,2150000000.0,Kav DKI,Jakarta Barat,0.0
2.0,6.0,6.0,496.0,846.0,-6.266904,106.823931,12900000000.0,Kemang,Jakarta Selatan,6.0
2.0,4.0,3.0,120.0,136.0,-6.187507500000001,106.9593843,2300000000.0,Cakung,Jakarta Timur,0.0
1.0,4.0,3.0,365.0,580.0,-6.2775326,106.7794935,23000000000.0,Pondok Indah,Jakarta Selatan,2.0
3.0,4.0,2.0,160.0,166.0,-6.2136327,106.8264328,5000000000.0,Setiabudi,Jakarta Selatan,3.0
3.0,3.0,3.0,130.0,63.0,-6.169184599999999,106.7748596,1950000000.0,Duri Kepa,Jakarta Barat,1.0
2.0,5.0,5.0,500.0,306.0,-6.11555,106.78378,7900000000.0,Pluit,Jakarta Utara,1.0
2.0,10.0,7.0,720.0,800.0,-6.19444,106.74116,30000000000.0,Kembangan,Jakarta Barat,8.0
2.0,4.0,4.0,800.0,540.0,-6.1721148,106.7205154,8990000000.0,Duri Kosambi,Jakarta Barat,3.0
2.0,3.0,3.0,175.0,160.0,-6.1026441,106.7411622,5800000000.0,Pantai Indah Kapuk 2,Jakarta Utara,2.0
2.0,5.0,6.0,400.0,360.0,-6.136937199999999,106.8620891,7800000000.0,Sunter,Jakarta Utara,2.0
1.0,5.0,5.0,315.0,285.0,-6.1236701011657715,106.75318145751953,9200000000.0,Pantai Indah Kapuk,Jakarta Utara,3.0
3.0,4.0,3.0,300.0,144.0,-6.1585,106.747,5750000000.0,Permata Buana,Jakarta Barat,2.0
2.0,3.0,2.0,100.0,146.0,-6.1852561,106.703769,2700000000.0,Green Lake City,Jakarta Barat,2.0
2.0,4.0,3.0,345.0,240.0,-6.12367,106.75318,8800000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
3.0,3.0,3.0,476.0,136.0,-6.1026441,106.7411622,9500000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
2.0,4.0,3.0,120.0,90.0,-6.12367,106.75318,3650000000.0,Pantai Indah Kapuk,Jakarta Utara,1.0
2.0,3.0,3.0,90.0,90.0,-6.157969951629639,106.7605972290039,2580000000.0,Daan Mogot,Jakarta Barat,1.0
3.0,4.0,4.0,1388.0,474.0,-6.1937297,106.8392111,65000000000.0,Menteng,Jakarta Pusat,5.0
3.0,4.0,3.0,125.0,52.0,-6.180359840393066,106.78369140625,2150000000.0,Tanjung Duren,Jakarta Barat,0.0
2.0,4.0,4.0,500.0,450.0,-6.2021846,106.7502816,9800000000.0,Intercon,Jakarta Barat,2.0
2.0,3.0,4.0,105.0,128.0,-6.356087199999999,106.879792,1900000000.0,Cibubur,Jakarta Timur,0.0
2.0,7.0,8.0,548.0,733.0,-6.19638,106.83789,49000000000.0,Menteng,Jakarta Pusat,4.0
2.0,2.0,2.0,72.0,60.0,-6.1026441,106.7411622,2000000000.0,Pantai Indah Kapuk 2,Jakarta Utara,1.0
4.0,6.0,4.0,900.0,374.0,-6.1935444,106.7419278,9000000000.0,Taman Meruya,Jakarta Barat,0.0
2.0,4.0,7.0,250.0,142.0,-6.187507500000001,106.9593843,3750000000.0,Cakung,Jakarta Timur,0.0
2.0,3.0,2.0,78.0,90.0,-6.356087199999999,106.879792,2180000000.0,Cibubur,Jakarta Timur,0.0
2.0,4.0,2.0,160.0,102.0,-6.161308699999999,106.9049822,2800000000.0,Kelapa Gading,Jakarta Utara,2.0
2.0,4.0,4.0,245.0,170.0,-6.356087199999999,106.879792,3300000000.0,Cibubur,Jakarta Timur,0.0
2.0,2.0,2.0,120.0,60.0,-6.076946282216,106.71495362061,3300000000.0,Pantai Indah Kapuk 2,Jakarta Utara,0.0
3.0,3.0,2.0,71.0,24.0,-6.18935,106.85756,959000000.0,Percetakan Negara,Jakarta Pusat,1.0
2.0,2.0,2.0,39.0,20.0,-6.207429299999999,106.8915948,458000000.0,Cipinang,Jakarta Timur,0.0
2.0,5.0,4.0,400.0,628.0,-6.31254,106.80421,9900000000.0,Lebak Bulus,Jakarta Selatan,4.0
2.0,3.0,4.0,190.0,144.0,-6.1585,106.747,4700000000.0,Metland Puri,Jakarta Barat,2.0
3.0,4.0,5.0,600.0,270.0,-6.111547470092773,106.76139068603516,16800000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
2.0,5.0,5.0,400.0,310.0,-6.3139,106.83608,7000000000.0,Kebagusan,Jakarta Selatan,0.0
2.0,4.0,3.0,275.0,292.0,-6.15808,106.91815,6500000000.0,Kelapa Gading,Jakarta Utara,2.0
2.0,2.0,2.0,42.0,22.0,-6.20989,106.89872,524000000.0,Cipinang,Jakarta Timur,0.0
2.0,3.0,3.0,103.0,53.0,-6.23168,106.88464,1570000000.0,Jatinegara,Jakarta Timur,2.0
2.0,1.0,2.0,31.0,16.0,-6.207429299999999,106.8915948,422000000.0,Cipinang,Jakarta Timur,0.0
2.0,3.0,2.0,96.0,96.0,-6.161308699999999,106.9049822,2500000000.0,Kelapa Gading,Jakarta Utara,1.0
3.0,5.0,3.0,144.0,84.0,-6.132975099999999,106.8266873,2780000000.0,Ancol,Jakarta Utara,2.0
2.0,4.0,4.0,380.0,475.0,-6.270482899999999,106.8384873,7500000000.0,Pejaten,Jakarta Selatan,0.0
3.0,4.0,4.0,160.0,72.0,-6.1585,106.747,2900000000.0,Permata Buana,Jakarta Barat,1.0
2.0,2.0,1.0,72.0,48.0,-6.1852561,106.703769,1300000000.0,Green Lake City,Jakarta Barat,2.0
2.0,4.0,3.0,370.0,220.0,-6.15808,106.91815,7300000000.0,Kelapa Gading,Jakarta Utara,0.0
2.0,3.0,2.0,120.0,60.0,-6.1026441,106.7411622,1750000000.0,Pantai Indah Kapuk 2,Jakarta Utara,2.0
3.0,5.0,7.0,979.0,502.0,-6.161308699999999,106.9049822,28000000000.0,Kelapa Gading,Jakarta Utara,10.0
3.0,4.0,4.0,336.0,135.0,-6.1585,106.747,12700000000.0,Citra Garden,Jakarta Barat,4.0
2.0,3.0,3.0,120.0,135.0,-6.1585,106.747,3900000000.0,Puri Mansion,Jakarta Barat,0.0
2.0,3.0,3.0,130.0,121.0,-6.332799911499023,106.831298828125,3300000000.0,Jagakarsa,Jakarta Selatan,1.0
2.0,4.0,3.0,500.0,446.0,-6.3031123,106.7794935,12500000000.0,Lebak Bulus,Jakarta Selatan,2.0
2.0,5.0,4.0,700.0,650.0,-6.31254,106.80421,15000000000.0,Lebak Bulus,Jakarta Selatan,2.0
2.0,4.0,5.0,400.0,427.0,-6.172140121459961,106.80271911621094,12500000000.0,Tomang,Jakarta Barat,1.0
2.0,3.0,3.0,90.0,72.0,-6.26437,106.91104,975000000.0,Jatiwaringin,Jakarta Timur,2.0
2.0,3.0,2.0,80.0,80.0,-6.356087199999999,106.879792,1220000000.0,Cibubur,Jakarta Timur,0.0
2.0,3.0,3.0,170.0,135.0,-6.1813377,106.7271337,3900000000.0,Puri Mansion,Jakarta Barat,2.0
2.0,5.0,4.0,500.0,377.0,-6.15808,106.91815,9800000000.0,Kelapa Gading,Jakarta Utara,7.0
1.0,3.0,2.0,72.0,108.0,-6.1970854,106.7382072,1350000000.0,Meruya,Jakarta Barat,0.0
2.0,3.0,3.0,200.0,144.0,-6.1761691,106.7425373,5500000000.0,Permata Buana,Jakarta Barat,0.0
3.0,3.0,4.0,316.0,336.0,-6.19638,106.83789,17300000000.0,Menteng,Jakarta Pusat,2.0
1.0,2.0,2.0,140.0,85.0,-6.184046800000001,106.7680752,1610000000.0,Kebon Jeruk,Jakarta Barat,1.0
2.0,4.0,4.0,336.0,145.0,-6.1585,106.747,12700000000.0,Citra Garden,Jakarta Barat,4.0
1.0,6.0,6.0,900.0,1286.0,-6.136937199999999,106.8620891,45000000000.0,Sunter,Jakarta Utara,2.0
1.0,2.0,2.0,75.0,84.0,-6.136937199999999,106.8620891,1850000000.0,Sunter,Jakarta Utara,0.0
1.0,3.0,4.0,115.0,39.0,-6.1868333,106.8665002,1610000000.0,Cempaka Putih,Jakarta Pusat,1.0
1.0,3.0,2.0,72.0,108.0,-6.1852561,106.703769,1350000000.0,Green Lake City,Jakarta Barat,0.0
3.0,4.0,4.0,300.0,200.0,-6.0912957191467285,106.7445297241211,9500000000.0,Golf Island,Jakarta Utara,2.0
1.0,5.0,5.0,554.0,804.0,-6.1236701011657715,106.75318145751953,45000000000.0,Pantai Indah Kapuk,Jakarta Utara,4.0
2.0,5.0,5.0,1000.0,625.0,-6.1026441,106.7411622,21000000000.0,Pantai Indah Kapuk,Jakarta Utara,0.0
1.0,2.0,1.0,125.0,120.0,-6.2775326,106.7794935,4800000000.0,Pondok Indah,Jakarta Selatan,1.0
2.0,2.0,2.0,55.0,40.0,-6.18128,106.87535,1430000000.0,Cempaka Putih,Jakarta Pusat,1.0
2.0,3.0,3.0,180.0,144.0,-6.1585,106.747,4990000000.0,Permata Buana,Jakarta Barat,0.0
1.0,4.0,3.0,250.0,308.0,-6.2716448,106.8030892,6300000000.0,Cipete,Jakarta Selatan,2.0
2.0,5.0,3.0,210.0,274.0,-6.2716448,106.8030892,5800000000.0,Cipete,Jakarta Selatan,1.0
2.0,4.0,3.0,400.0,230.0,-6.250476837158203,106.78661346435547,5800000000.0,Kebayoran Lama,Jakarta Selatan,3.0
2.0,2.0,2.0,100.0,80.0,-6.3122945,106.7703701,1870000000.0,Cirendeu,Jakarta Selatan,1.0
2.0,5.0,3.0,1000.0,1989.0,-6.2775326,106.7794935,64000000000.0,Pondok Indah,Jakarta Selatan,4.0
2.0,4.0,4.0,250.0,144.0,-6.180283,106.710804,3900000000.0,Green Lake City,Jakarta Barat,0.0
2.0,4.0,3.0,150.0,122.0,-6.2775326,106.7794935,4600000000.0,Pondok Indah,Jakarta Selatan,1.0
2.0,4.0,4.0,165.0,88.0,-6.3153539,106.8928693,2069999999.9999998,Cipayung,Jakarta Timur,2.0
3.0,4.0,4.0,250.0,182.0,-6.326564899999999,106.8559596,3450000000.0,Pasar Rebo,Jakarta Timur,3.0
2.0,4.0,3.0,345.0,240.0,-6.1026441,106.7411622,8800000000.0,Pantai Indah Kapuk,Jakarta Utara,0.0
2.0,4.0,4.0,275.0,300.0,-6.2021846,106.7502816,7500000000.0,Intercon,Jakarta Barat,0.0
2.0,4.0,3.0,280.0,257.0,-6.190262199999999,106.791291,5750000000.0,Kemanggisan,Jakarta Barat,2.0
2.0,5.0,3.0,500.0,400.0,-6.245698928833008,106.80892944335938,21000000000.0,Kebayoran Baru,Jakarta Selatan,2.0
3.0,4.0,5.0,444.0,423.0,-6.0912957191467285,106.7445297241211,16899999999.999998,Golf Island,Jakarta Utara,2.0
2.0,3.0,3.0,250.0,135.0,-6.1585001945495605,106.74700164794922,3900000000.0,Puri Mansion,Jakarta Barat,2.0
2.0,4.0,3.0,170.0,125.0,-6.1866383,106.7425049,2550000000.0,Puri Indah,Jakarta Barat,3.0
2.0,2.0,3.0,160.0,135.0,-6.1866383,106.7425049,3900000000.0,Puri Indah,Jakarta Barat,3.0
2.0,2.0,2.0,68.0,35.0,-6.209889888763428,106.89871978759766,805000000.0,Cipinang,Jakarta Timur,1.0
3.0,4.0,3.0,350.0,180.0,-6.1585001945495605,106.74700164794922,8800000000.0,Permata Buana,Jakarta Barat,0.0
3.0,4.0,4.0,450.0,230.0,-6.1236701011657715,106.75318145751953,8900000000.0,Pantai Indah Kapuk,Jakarta Utara,0.0
2.0,7.0,4.0,1020.0,760.0,-6.22584,106.85681,16000000000.0,Tebet,Jakarta Selatan,2.0
2.0,3.0,3.0,300.0,190.0,-6.1585,106.747,6500000000.0,Citra Garden,Jakarta Barat,2.0
3.0,4.0,3.0,400.0,320.0,-6.1026441,106.7411622,15000000000.0,Pantai Indah Kapuk,Jakarta Utara,0.0
1.0,2.0,1.0,50.0,70.0,-6.136937199999999,106.8620891,1300000000.0,Sunter,Jakarta Utara,1.0
3.0,5.0,4.0,200.0,92.0,-6.3115948,106.8325872,2500000000.0,Kebagusan,Jakarta Selatan,1.0
2.0,4.0,3.0,500.0,300.0,-6.2826324,106.8552318,4200000000.0,Condet,Jakarta Timur,2.0
2.0,4.0,3.0,250.0,385.0,-6.2826324,106.8552318,6700000000.0,Condet,Jakarta Timur,3.0
2.0,4.0,4.0,720.0,402.0,-6.13716983795166,106.86524200439453,11500000000.0,Sunter,Jakarta Utara,0.0
2.0,4.0,3.0,113.0,105.0,-6.187507500000001,106.9593843,1390000000.0,Cakung,Jakarta Timur,0.0
1.0,3.0,2.0,200.0,871.0,-6.218219100000001,106.7453307,6500000000.0,Joglo,Jakarta Barat,4.0
1.0,4.0,3.0,500.0,250.0,-6.1494199,106.71167,6000000000.0,Citra Garden,Jakarta Barat,0.0
2.0,2.0,2.0,120.0,90.0,-6.1568457,106.7038324,1950000000.0,Kalideres,Jakarta Barat,0.0
2.0,5.0,4.0,300.0,211.0,-6.245698928833008,106.80892944335938,17000000000.0,Kebayoran Baru,Jakarta Selatan,0.0
2.0,2.0,1.0,81.0,105.0,-6.1585,106.747,1850000000.0,Metland Puri,Jakarta Barat,1.0
5.0,23.0,23.0,402.0,73.0,-6.1868333,106.8665002,8500000000.0,Cempaka Putih,Jakarta Pusat,0.0
2.0,3.0,2.0,90.0,90.0,-6.1585001945495605,106.74700164794922,1500000000.0,Semanan,Jakarta Barat,0.0
2.0,3.0,3.0,110.0,90.0,-6.1970854,106.7382072,2250000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,140.0,125.0,-6.19665,106.73186,2150000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,80.0,60.0,-6.19665,106.73186,1550000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,105.0,75.0,-6.1970854,106.7382072,1700000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,140.0,120.0,-6.1970854,106.7382072,2450000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,140.0,125.0,-6.1970854,106.7382072,2350000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,125.0,90.0,-6.1970854,106.7382072,1990000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,140.0,125.0,-6.1970854,106.7382072,2150000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,85.0,87.0,-6.19665,106.73186,1990000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,140.0,120.0,-6.1970854,106.7382072,1950000000.0,Meruya,Jakarta Barat,2.0
2.0,3.0,3.0,180.0,90.0,-6.1026441,106.7411622,2950000000.0,Pantai Indah Kapuk,Jakarta Utara,1.0
3.0,3.0,3.0,264.0,120.0,-6.1026441,106.7411622,6500000000.0,Pantai Indah Kapuk,Jakarta Utara,0.0
2.0,4.0,3.0,300.0,250.0,-6.1026441,106.7411622,9600000000.0,Pantai Indah Kapuk 2,Jakarta Utara,2.0
2.0,3.0,3.0,96.0,96.0,-6.1585,106.747,3250000000.0,Metland Puri,Jakarta Barat,0.0
2.0,4.0,3.0,160.0,160.0,-6.150720119476318,106.74404907226562,4800000000.0,Cengkareng,Jakarta Barat,1.0
1.0,5.0,5.0,580.0,616.0,-6.2223439,106.7862716,28300000000.0,Permata Hijau,Jakarta Selatan,0.0
2.0,4.0,3.0,250.0,200.0,-6.275400161743164,106.78205871582031,8500000000.0,Pondok Indah,Jakarta Selatan,1.0
2.0,4.0,1.0,150.0,108.0,-6.15808,106.91815,2400000000.0,Kelapa Gading,Jakarta Utara,1.0
4.0,6.0,4.0,900.0,374.0,-6.1935444,106.7419278,9000000000.0,Taman Meruya,Jakarta Barat,2.0
2.0,5.0,4.0,320.0,199.0,-6.3360601,106.8256645,5000000000.0,Jagakarsa,Jakarta Selatan,3.0
2.0,4.0,4.0,400.0,300.0,-6.2021846,106.7502816,7350000000.0,Intercon,Jakarta Barat,2.0
2.0,3.0,2.0,528.0,176.0,-6.169184599999999,106.7748596,3900000000.0,Duri Kepa,Jakarta Barat,2.0
3.0,3.0,3.0,400.0,136.0,-6.2775326,106.7794935,9500000000.0,Pondok Indah,Jakarta Selatan,2.0
2.0,6.0,4.0,600.0,1000.0,-6.3031123,106.7794935,22000000000.0,Lebak Bulus,Jakarta Selatan,4.0
2.0,3.0,3.0,160.0,120.0,-6.1852561,106.703769,3290000000.0,Green Lake City,Jakarta Barat,1.0
1.0,2.0,1.0,120.0,150.0,-6.1935444,106.7419278,2450000000.0,Taman Meruya,Jakarta Barat,2.0
1.0,2.0,2.0,75.0,42.0,-6.172144,106.7675632,1800000000.0,Taman Ratu,Jakarta Barat,1.0
1.0,4.0,5.0,600.0,750.0,-6.19638,106.83789,54000000000.0,Menteng,Jakarta Pusat,4.0
2.0,3.0,3.0,150.0,105.0,-6.1585,106.747,2700000000.0,Metland Puri,Jakarta Barat,0.0
3.0,3.0,3.0,100.0,37.0,-6.1713515,106.7839175,1250000000.0,Tanjung Duren,Jakarta Barat,0.0
2.0,4.0,3.0,250.0,540.0,-6.159817599999999,106.7853922,13000000000.0,Jelambar,Jakarta Barat,0.0
2.0,5.0,5.0,1450.0,2800.0,-6.2754,106.78206,180000000000.0,Pondok Indah,Jakarta Selatan,8.0
2.0,3.0,3.0,450.0,312.0,-6.19638,106.83789,20000000000.0,Menteng,Jakarta Pusat,0.0
2.0,5.0,5.0,500.0,569.0,-6.266904,106.823931,25500000000.0,Kemang,Jakarta Selatan,5.0
2.0,4.0,4.0,995.0,430.0,-6.2754,106.78206,23000000000.0,Pondok Indah,Jakarta Selatan,2.0
1.0,3.0,3.0,136.0,60.0,-6.264319896697998,106.8421630859375,2500000000.0,Kalibata,Jakarta Selatan,0.0
2.0,3.0,2.0,270.0,165.0,-6.2251223,106.8549881,4500000000.0,Tebet,Jakarta Selatan,1.0
2.0,4.0,3.0,375.0,473.0,-6.12367,106.75318,13000000000.0,Pantai Indah Kapuk,Jakarta Utara,3.0
2.0,5.0,3.0,340.0,270.0,-6.113894200000001,106.7853922,8800000000.0,Pluit,Jakarta Utara,3.0
2.0,3.0,3.0,168.0,108.0,-6.161308699999999,106.9049822,2500000000.0,Kelapa Gading,Jakarta Utara,2.0
2.0,4.0,3.0,180.0,140.0,-6.11164,106.778,3800000000.0,Muara Karang,Jakarta Utara,0.0
2.0,2.0,1.0,350.0,338.0,-6.11555,106.78378,7500000000.0,Pluit,Jakarta Utara,1.0
2.0,3.0,2.0,160.0,120.0,-6.12367,106.75318,4400000000.0,Pantai Indah Kapuk,Jakarta Utara,1.0
3.0,4.0,4.0,280.0,102.0,-6.136937199999999,106.8620891,4900000000.0,Sunter,Jakarta Utara,1.0
2.0,5.0,4.0,560.0,240.0,-6.1713515,106.7839175,6450000000.0,Tanjung Duren,Jakarta Barat,1.0
2.0,4.0,3.0,250.0,185.0,-6.1679095,106.7712942,4250000000.0,Green Ville,Jakarta Barat,1.0
2.0,16.0,16.0,400.0,285.0,-6.1747751,106.7999513,16000000000.0,Tomang,Jakarta Barat,6.0
2.0,5.0,5.0,900.0,750.0,-6.2321915,106.9152021,23000000000.0,Duren Sawit,Jakarta Timur,5.0
2.0,4.0,4.0,550.0,350.0,-6.2321915,106.9152021,12000000000.0,Duren Sawit,Jakarta Timur,4.0
2.0,5.0,5.0,350.0,536.0,-6.3031123,106.7794935,17000000000.0,Lebak Bulus,Jakarta Selatan,2.0
3.0,4.0,4.0,603.0,264.0,-6.2775326,106.7794935,17500000000.0,Pondok Indah,Jakarta Selatan,4.0
3.0,4.0,6.0,230.0,90.0,-6.136937199999999,106.8620891,3800000000.0,Sunter,Jakarta Utara,1.0
2.0,6.0,3.0,250.0,300.0,-6.1585,106.747,6300000000.0,Taman Meruya,Jakarta Barat,2.0
2.0,3.0,2.0,103.0,53.0,-6.2018754,106.8688565,1530000000.0,Matraman,Jakarta Timur,2.0
2.0,3.0,3.0,180.0,195.0,-6.091295568016,106.74452901516,5000000000.0,Golf Island,Jakarta Utara,2.0
1.0,4.0,3.0,300.0,200.0,-6.11164,106.778,4700000000.0,Muara Karang,Jakarta Utara,0.0
2.0,4.0,3.0,260.0,300.0,-6.2251223,106.8549881,6300000000.0,Tebet,Jakarta Selatan,1.0
2.0,3.0,3.0,155.0,105.0,-6.19669,106.88843,3500000000.0,Rawamangun,Jakarta Timur,1.0
2.0,3.0,3.0,250.0,136.0,-6.1026441,106.7411622,5590000000.0,Pantai Indah Kapuk,Jakarta Utara,2.0
2.0,5.0,5.0,700.0,400.0,-6.136937199999999,106.8620891,22000000000.0,Sunter,Jakarta Utara,0.0
2.0,6.0,6.0,400.0,564.0,-6.243812084197998,106.91297912597656,12500000000.0,Duren Sawit,Jakarta Timur,2.0
1.0,4.0,4.0,417.0,417.0,-6.242402076721191,106.79534912109375,23500000000.0,Kebayoran Baru,Jakarta Selatan,2.0
2.0,6.0,6.0,500.0,423.0,-6.2365997,106.7805858,15000000000.0,Kebayoran Lama,Jakarta Selatan,2.0
2.0,3.0,2.0,66.0,75.0,-6.35611,106.89511,800000000.0,Cibubur,Jakarta Timur,2.0
2.0,3.0,3.0,250.0,287.0,-6.1747751,106.7999513,7000000000.0,Tomang,Jakarta Barat,3.0
2.0,3.0,2.0,120.0,108.0,-6.1585001945495605,106.74700164794922,3000000000.0,Puri Media,Jakarta Barat,0.0
3.0,4.0,4.0,600.0,250.0,-6.2021846,106.7502816,12700000000.0,Intercon,Jakarta Barat,4.0
2.0,4.0,4.0,650.0,509.0,-6.2212429,106.8256669,35000000000.0,Kuningan,Jakarta Selatan,0.0
3.0,4.0,3.0,130.0,60.0,-6.1585,106.747,2960000000.0,Permata Buana,Jakarta Barat,1.0
2.0,3.0,3.0,220.0,160.0,-6.31254,106.80421,5300000000.0,Lebak Bulus,Jakarta Selatan,1.0
2.0,2.0,1.0,55.0,25.0,-6.13717,106.86524,450000000.0,Sunter,Jakarta Utara,0.0
2.0,4.0,3.0,94.0,53.0,-6.18128,106.87535,2400000000.0,Cempaka Putih,Jakarta Pusat,1.0
2.0,2.0,2.0,69.0,102.0,-6.187507500000001,106.9593843,2100000000.0,Cakung,Jakarta Timur,1.0
2.0,2.0,2.0,55.0,25.0,-6.15458,106.83027,520000000.0,Tamansari,Jakarta Barat,0.0
1.0,5.0,5.0,500.0,865.0,-6.23713,106.82374,50000000000.0,Kuningan,Jakarta Selatan,0.0
2.0,5.0,5.0,1000.0,1380.0,-6.2223652312597,106.78667259025,78000000000.0,Permata Hijau,Jakarta Selatan,8.0
3.0,4.0,4.0,900.0,555.0,-6.2223652312597,106.78667259025,35000000000.0,Permata Hijau,Jakarta Selatan,4.0
2.0,4.0,3.0,250.0,96.0,-6.180283069610596,106.71080780029297,2600000000.0,Green Lake City,Jakarta Barat,0.0
2.0,4.0,5.0,168.0,125.0,-6.19665002822876,106.73185729980469,2850000000.0,Meruya,Jakarta Barat,1.0
2.0,6.0,4.0,350.0,220.0,-6.19665002822876,106.73185729980469,5300000000.0,Meruya,Jakarta Barat,0.0
1.0,5.0,4.0,225.0,250.0,-6.19665002822876,106.73185729980469,4250000000.0,Meruya,Jakarta Barat,0.0
2.0,6.0,5.0,480.0,462.0,-6.2775326,106.7794935,17900000000.0,Pondok Indah,Jakarta Selatan,4.0
1.0,5.0,4.0,600.0,982.0,-6.270367,106.811741,12900000000.0,Cipete,Jakarta Selatan,4.0
2.0,5.0,3.0,320.0,200.0,-6.14601,106.71096,2800000000.0,Kalideres,Jakarta Barat,0.0
3.0,4.0,3.0,350.0,210.0,-6.27799,106.84248,8000000000.0,Pejaten,Jakarta Selatan,2.0
2.0,5.0,4.0,413.0,626.0,-6.2352584,106.8332164,30000000000.0,patra kuningan,Jakarta Selatan,2.0
2.0,4.0,5.0,600.0,440.0,-6.23713,106.82374,21000000000.0,Kuningan,Jakarta Selatan,2.0
2.0,7.0,6.0,800.0,574.0,-6.25618,106.7901,20500000000.0,Radio Dalam,Jakarta Selatan,4.0
2.0,4.0,4.0,400.0,245.0,-6.2456989371893,106.80892815857,11500000000.0,Kebayoran Baru,Jakarta Selatan,4.0
2.0,4.0,3.0,250.0,212.0,-6.18489,106.94493,3600000000.0,Cakung,Jakarta Timur,2.0
